review_group	review_pdf	review_id	study_label	report_index	candidate_type	candidate_text	query_text	matched_pmids	pmcids	n_pmids	n_pmcids	has_pubmed	has_pmc	lookup_methods	lookup_errors	pubmed_titles	reference_excerpt
after_pilot	Cochrane_reviews/after_pilot/CD014606_digital_cf_infections.pdf	CD014606_digital_cf_infections	Wildman 2022	5	title	Using the CFHealthHub digital learning health system to optimise the nebulised medicines supply process in 5 UK adult cystic fibrosis (CF) centres	"""Using the CFHealthHub digital learning health system to optimise the nebulised medicines supply process in 5 UK adult cystic fibrosis (CF) centres""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Arden MA, Drabble S J, O'Cathain A, Hutchings M, Wildman M. ACtiF study: understanding adherence to nebuliser treatment in adults with cystic fibrosis using the Theoretical Domains Framework. Journal of Cystic Fibrosis 2016;15(Suppl):S26. [CFGD: MH53c] Arden MA, Drabble S, O'Cathain A, Hutchings M, Wildman M. Adherence to medication in adults with cystic fibrosis: an investigation using objective adherence data and the Theoretical Domains Framework. British Journal of Health Psychology 2019;24(2):357-80. [CFGD: MH53p] - PMC - PubMed Arden MA, Hutchings M, Nightingale JA, Allenby M, Dewar J, Ol
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	ACTRN12614000780651	1	nct_id	ACTRN12614000780651	ACTRN12614000780651	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	ACTRN12614000780651. Pilot study to look at the feasibility of using remote vital sign monitoring app to improve the care of patients being treated at home with highly myelosuppressive chemotherapy. https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=366657&... (accessed on 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	ACTRN12615000197538	1	nct_id	ACTRN12615000197538	ACTRN12615000197538	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	ACTRN12615000197538. A randomised controlled trial of breast cancer patients treated with chemotherapy in a hospital day unit or at home: an analysis of cost and patient reported outcomes. https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=367891&... (accessed on 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Burton 2019	1	title	Introducing self administration of bortezomib (velcade) to myeloma patients	"""Introducing self administration of bortezomib (velcade) to myeloma patients""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Burton T. Introducing self administration of bortezomib (velcade) to myeloma patients. Clinical Lymphoma, Myeloma & Leukemia 2019;19(10 Suppl):e349-e350.
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Bydder 2001	1	explicit_pmid	11297131	11297131	11297131	.	1	0	yes	no	direct_pubmed_link	.	.	Bydder SA. A randomised crossover trial of chemotherapy in the home: patient preferences and cost analysis. Medical Journal of Australia 2001;174(6):312. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Chavis‐Parker 2015	1	explicit_pmid	25943215	25943215	25943215	.	1	0	yes	no	direct_pubmed_link	.	.	Chavis-Parker P. Safe chemotherapy in the home environment. Home Healthcare Now 2015;33(5):246-51. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Cool 2021	1	title	Oncological home-hospitalization: prospective randomized trial to evaluate its implications for patient and society	"""Oncological home-hospitalization: prospective randomized trial to evaluate its implications for patient and society""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Cool L, Missiaen J, Debruyne P, Geldhof K, Lefebvre T, Desmedt M, et al. Oncological home-hospitalization: prospective randomized trial to evaluate its implications for patient and society. Annals of Oncology 2017;28 Suppl 5:v565. Cool L, Missiaen J, Debruyne P, Pottel H, Foulon V, Lefebvre T, et al. Oncologic home-hospitalization delivers a high-quality and patient-centered alternative to standard ambulatory care: results of a randomized-controlled equivalence trial. JCO Global Oncology 2021;7:1564-71. - PMC - PubMed Misplon S, Marneffe W, Missiaen J, Myny D, Decock I, Lervant S, et al. Onco@
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Cool 2021	2	explicit_pmid	34797697	34797697	34797697	PMC8613347	1	1	yes	yes	direct_pubmed_link	.	.	Cool L, Missiaen J, Debruyne P, Geldhof K, Lefebvre T, Desmedt M, et al. Oncological home-hospitalization: prospective randomized trial to evaluate its implications for patient and society. Annals of Oncology 2017;28 Suppl 5:v565. Cool L, Missiaen J, Debruyne P, Pottel H, Foulon V, Lefebvre T, et al. Oncologic home-hospitalization delivers a high-quality and patient-centered alternative to standard ambulatory care: results of a randomized-controlled equivalence trial. JCO Global Oncology 2021;7:1564-71. - PMC - PubMed Misplon S, Marneffe W, Missiaen J, Myny D, Decock I, Lervant S, et al. Onco@
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Cool 2021	3	explicit_pmid	38915071	38915071	38915071	PMC11194927	1	1	yes	yes	direct_pubmed_link	.	.	Cool L, Missiaen J, Debruyne P, Geldhof K, Lefebvre T, Desmedt M, et al. Oncological home-hospitalization: prospective randomized trial to evaluate its implications for patient and society. Annals of Oncology 2017;28 Suppl 5:v565. Cool L, Missiaen J, Debruyne P, Pottel H, Foulon V, Lefebvre T, et al. Oncologic home-hospitalization delivers a high-quality and patient-centered alternative to standard ambulatory care: results of a randomized-controlled equivalence trial. JCO Global Oncology 2021;7:1564-71. - PMC - PubMed Misplon S, Marneffe W, Missiaen J, Myny D, Decock I, Lervant S, et al. Onco@
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Cool 2021	4	nct_id	NCT03668275	NCT03668275	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Cool L, Missiaen J, Debruyne P, Geldhof K, Lefebvre T, Desmedt M, et al. Oncological home-hospitalization: prospective randomized trial to evaluate its implications for patient and society. Annals of Oncology 2017;28 Suppl 5:v565. Cool L, Missiaen J, Debruyne P, Pottel H, Foulon V, Lefebvre T, et al. Oncologic home-hospitalization delivers a high-quality and patient-centered alternative to standard ambulatory care: results of a randomized-controlled equivalence trial. JCO Global Oncology 2021;7:1564-71. - PMC - PubMed Misplon S, Marneffe W, Missiaen J, Myny D, Decock I, Lervant S, et al. Onco@
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Corsi 2020	1	explicit_pmid	31822200	31822200	31822200	.	1	0	yes	no	direct_pubmed_link	.	.	Corsi MP, Shea K, Knoebel WR. Impact of transitioning inpatient chemotherapy regimens to the outpatient setting. Journal of Oncology Pharmacy Practice 2020;26(6):1324-30. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Denys 2020	1	explicit_pmid	32240454	32240454	32240454	PMC7182624	1	1	yes	yes	direct_pubmed_link	.	.	Denys H, Martinez-Mena CL, Martens MT, D'Hondt RG, Graas MP, Evron E, et al. Safety and tolerability of subcutaneous trastuzumab at home administration, results of the phase IIIb open-label BELIS study in HER2-positive early breast cancer. Breast Cancer Research and Treatment 2020;181:97-105. [DOI: 10.1007/s10549-020-05604-7] - DOI - PMC - PubMed NCT01926886. A study of subcutaneous at home administration of trastuzumab (Herceptin) in participants with human epidermal growth factor receptor 2-positive (HER2+) early breast cancer (EBC). https://ClinicalTrials.gov/show/NCT01926886 (accessed 12 N
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Denys 2020	2	nct_id	NCT01926886	NCT01926886	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Denys H, Martinez-Mena CL, Martens MT, D'Hondt RG, Graas MP, Evron E, et al. Safety and tolerability of subcutaneous trastuzumab at home administration, results of the phase IIIb open-label BELIS study in HER2-positive early breast cancer. Breast Cancer Research and Treatment 2020;181:97-105. [DOI: 10.1007/s10549-020-05604-7] - DOI - PMC - PubMed NCT01926886. A study of subcutaneous at home administration of trastuzumab (Herceptin) in participants with human epidermal growth factor receptor 2-positive (HER2+) early breast cancer (EBC). https://ClinicalTrials.gov/show/NCT01926886 (accessed 12 N
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	EUCTR2011‐000841‐19‐GB	1	nct_id	EUCTR2011-000841-19-GB	EUCTR2011-000841-19-GB	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	EUCTR2011-000841-19-GB. Home delivery of pemetrexed : a feasibility study. European Union Clinical Trial Register; https://www.clinicaltrialsregister.eu/ctr-search/trial/2011-000841-19/GB (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	EUCTR2013‐000829‐31‐NL	1	nct_id	EUCTR2013-000829-31-NL	EUCTR2013-000829-31-NL	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	EUCTR2013-000829-31-NL. A study to investigate subcutaneous trastuzumab administration at home with a Single Injection Device in patients with HER2-positive early breast cancer. European Union Clinical Trial Register; https://www.clinicaltrialsregister.eu/ctr-search/trial/2013-000829-31/NL (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Franken 2020	1	explicit_pmid	32447129	32447129	32447129	PMC7487951	1	1	yes	yes	direct_pubmed_link	.	.	Franken M, Kanters T, Coenen J, Jong P, Jager A, Groot CU. Hospital-based or home-based administration of oncology drugs? A micro-costing study comparing healthcare and societal costs of hospital-based and home-based subcutaneous administration of trastuzumab. Breast (Edinburgh, Scotland) 2020;52:71-7. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Frohmuller 1989	1	explicit_pmid	2500319	2500319	2500319	.	1	0	yes	no	direct_pubmed_link	.	.	Frohmuller S, Schlag P, Leucht R, Ophof J, Ruoff G. Oncologic therapy at home: a trial model. Onkologische Therapie zu Hause. Ein Modellversuch 1989;114(27):1055-8. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Fu 2018	1	explicit_pmid	29413344	29413344	29413344	.	1	0	yes	no	direct_pubmed_link	.	.	Fu LW, Song C, Isaranuwatchai W, Betschel S. Home-based subcutaneous immunoglobulin therapy vs hospital-based intravenous immunoglobulin therapy: a prospective economic analysis. Annals of Allergy, Asthma & Immunology 2018;120(2):195-9. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Gifford 2018	1	title	Exploring the benefits of a home pembrolizumab infusion service for patients with advanced melanoma	"""Exploring the benefits of a home pembrolizumab infusion service for patients with advanced melanoma""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Gifford L. Exploring the benefits of a home pembrolizumab infusion service for patients with advanced melanoma. Cancer Nursing Practice 2018;17(5):37-42.
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Hanninen 1996	1	explicit_pmid	7490829	7490829	7490829	.	1	0	yes	no	direct_pubmed_link	.	.	Hanninen EL, Kirchner H, Atzpodien J, Williams RD. Interleukin-2 based home therapy of metastatic renal cell carcinoma: risks and benefits in 215 consecutive single institution patients. Journal of Urology 1996;155(1):19-25. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Hirtzlin 2005	1	title	In-hospital and at-home cancer chemotherapy: a comparison ofcosts and organisation of care	"""In-hospital and at-home cancer chemotherapy: a comparison ofcosts and organisation of care""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Hirtzlin I, Préaubert-Hayes N. In-hospital and at-home cancer chemotherapy: a comparison ofcosts and organisation of care. https://www.has-sante.fr/upload/docs/application/pdf/chimio_eco_gb.pdf (accessed 30 November 2023).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Jang 2022	1	explicit_pmid	35692730	35692730	35692730	PMC9184288	1	1	yes	yes	direct_pubmed_link	.	.	"Jang H, Kim S, Kim D, Park M, Rhue S, Lee C, et al. ""It's a part of the patient"": The experiences of patients with cancer undergoing home-based chemotherapy from patients' and nurses' perspectives. Asia-Pacific Journal of Oncology Nursing 2022;9(8):100072. [DOI: 10.1016/j.apjon.2022.04.011] - DOI - PMC - PubMed"
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Joo 2011	1	explicit_pmid	20496154	20496154	20496154	.	1	0	yes	no	direct_pubmed_link	.	.	Joo EH, Rha SY, Ahn JB, Kang HY. Economic and patient-reported outcomes of outpatient home-based versus inpatient hospital-based chemotherapy for patients with colorectal cancer. Supportive Care in Cancer 2011;19(7):971-8. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	King 2001	1	explicit_pmid	11297131	11297131	11297131	.	1	0	yes	no	direct_pubmed_link	.	.	King MT, Hall JP, Harnett PR, Bydder SA, Rischin D, Matthews JP. A randomised crossover trial of chemotherapy in the home: patient preferences and cost analysis (multiple letters). Medical Journal of Australia 2001;174(6):312-3. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Kozaki 1996	1	explicit_pmid	8982320	8982320	8982320	.	1	0	yes	no	direct_pubmed_link	.	.	Kozaki Y, Miyamoto K, Sumioka N, Wada T, Kanamori Y, Murakami T, et al. Trial of home infusion therapy for near-terminal stage patients with lung cancer. Gan to Kagaku Ryoho. Cancer & Chemotherapy 1996;23 Suppl 3:305-10. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Kulthanachairojana 2021	1	explicit_pmid	33377629	33377629	33377629	PMC7897966	1	1	yes	yes	direct_pubmed_link	.	.	Kulthanachairojana N, Chansriwong P, Thokanit Sripaiboonkij N, Sirilerttrakul S, Wannakansophon N, Taychakhoonavudh S. Home-based chemotherapy for stage III colon cancer patients in Thailand: cost-utility and budget impact analyses. Cancer Medicine 2021;10(3):1027-33. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Lassalle 2016	1	explicit_pmid	26578729	26578729	26578729	.	1	0	yes	no	direct_pubmed_link	.	.	Lassalle A, Thomare P, Fronteau C, Mahe B, Jube C, Blin N, et al. Home administration of bortezomib in multiple myeloma is cost-effective and is preferred by patients compared with hospital administration: results of a prospective single-center study. Annals of Oncology 2016;27(2):314-8. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Lebret 2013	1	explicit_pmid	23299561	23299561	23299561	.	1	0	yes	no	direct_pubmed_link	.	.	Lebret T, Mouysset J, Lortholary A, El Kouri C, Bastit L, Ktiouet M, et al. Home-based zoledronic acid (ZOL) infusion therapy in patients with solid tumours: compliance and patient-nurse satisfaction. Annals of Oncology 2013;21(6):1613-20. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Lowenthal 1996	1	explicit_pmid	8773645	8773645	8773645	.	1	0	yes	no	direct_pubmed_link	.	.	Lowenthal RM, Piaszczyk A, Arthur GE, O'Malley S. Home chemotherapy for cancer patients: cost analysis and safety. Medical Journal of Australia 1996;165(4):184-7. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Magid 1989	1	title	Hospital inpatient vs home chemotherapy for patients with head and neck cancer	"""Hospital inpatient vs home chemotherapy for patients with head and neck cancer""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Magid D, Vokes E, Guarnieri C, Whaling S, Panje W, Weichselbaum R, et al. Hospital inpatient vs home chemotherapy for patients with head and neck cancer. Proceedings of the American Society of Clinical Oncology 1987;6:260, Abstract 1022. Magid DM, Vokes EE, Schilsky RL, Guarnieri CM, Whaling SM, Weichselbaum RR, et al. A randomized study of inpatient versus outpatient continuous intravenous infusion chemotherapy: psychosocial aspects. Selective Cancer Therapeutics 1989;5(3):137-45. - PubMed Vokes EE, Schilsky RL, Choi KE, Magid DM, Guarnieri CM, Whaling SM, et al. A randomized study of inpatie
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Magid 1989	2	explicit_pmid	2682877	2682877	2682877	.	1	0	yes	no	direct_pubmed_link	.	.	Magid D, Vokes E, Guarnieri C, Whaling S, Panje W, Weichselbaum R, et al. Hospital inpatient vs home chemotherapy for patients with head and neck cancer. Proceedings of the American Society of Clinical Oncology 1987;6:260, Abstract 1022. Magid DM, Vokes EE, Schilsky RL, Guarnieri CM, Whaling SM, Weichselbaum RR, et al. A randomized study of inpatient versus outpatient continuous intravenous infusion chemotherapy: psychosocial aspects. Selective Cancer Therapeutics 1989;5(3):137-45. - PubMed Vokes EE, Schilsky RL, Choi KE, Magid DM, Guarnieri CM, Whaling SM, et al. A randomized study of inpatie
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Magid 1989	3	explicit_pmid	2910422	2910422	2910422	.	1	0	yes	no	direct_pubmed_link	.	.	Magid D, Vokes E, Guarnieri C, Whaling S, Panje W, Weichselbaum R, et al. Hospital inpatient vs home chemotherapy for patients with head and neck cancer. Proceedings of the American Society of Clinical Oncology 1987;6:260, Abstract 1022. Magid DM, Vokes EE, Schilsky RL, Guarnieri CM, Whaling SM, Weichselbaum RR, et al. A randomized study of inpatient versus outpatient continuous intravenous infusion chemotherapy: psychosocial aspects. Selective Cancer Therapeutics 1989;5(3):137-45. - PubMed Vokes EE, Schilsky RL, Choi KE, Magid DM, Guarnieri CM, Whaling SM, et al. A randomized study of inpatie
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	McCorkle 1989	1	explicit_pmid	2670188	2670188	2670188	.	1	0	yes	no	direct_pubmed_link	.	.	McCorkle R, Benoliel JQ, Donaldson G, Georgiadou F, Moinpour C, Goodell B. A randomized clinical trial of home nursing care for lung cancer patients. Cancer 1989;64:1375-82. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Morton 1984	1	title	The time spent at home by patients receiving palliative chemotherapy for head and neck cancer	"""The time spent at home by patients receiving palliative chemotherapy for head and neck cancer""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Morton RP, Stell PM, Wilson JA. The time spent at home by patients receiving palliative chemotherapy for head and neck cancer. Clinical Otolaryngology 1984;9:138-9.
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Myers 2020	1	title	Pmd19 systematic literature review to identify the current state of knowledge regarding home infusion vs medical-setting infusion	"""Pmd19 systematic literature review to identify the current state of knowledge regarding home infusion vs medical-setting infusion""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Myers J, Eibling A, King J, Smolen H. Pmd19 systematic literature review to identify the current state of knowledge regarding home infusion vs medical-setting infusion. Value in Health 2020;23 Suppl 1:S191.
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT03786653	1	nct_id	NCT03786653	NCT03786653	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	NCT03786653. Feasibility of immunotherapy administration to patients with bronchial cancer in a hospital-at home setting (ImHADom). ClinicalTrials.gov ; https://clinicaltrials.gov/study/NCT03786653?cond=NCT03786653&rank=1 (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT04802902	1	nct_id	NCT04802902	NCT04802902	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	NCT04802902. Feasibility of immunotherapy plus chemotherapy administration to patients with bronchial cancer in a hospital-at home setting. ClinicalTrials.gov ; https://clinicaltrials.gov/study/NCT04802902?cond=NCT04802902&rank=1 (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT04904211	1	nct_id	NCT04904211	NCT04904211	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	NCT04904211. Feasiblity and safety of home-based intensive chemotherapy. ClinicalTrials.gov ; https://clinicaltrials.gov/study/NCT04904211?cond=NCT04904211&rank=1 (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT05041933	1	nct_id	NCT05041933;NCT04904211	NCT05041933;NCT04904211	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	NCT05041933. Secure outsourcing of carfilzomib in the treatment of multiple myeloma to the hospital at home setting. ClinicalTrials.gov ; https://clinicaltrials.gov/study/NCT05041933?cond=NCT04904211&rank=1 (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT05163405	1	nct_id	NCT05163405;NCT04904211	NCT05163405;NCT04904211	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	NCT05163405. Perspectives of subcutaneous velcade at home of patients with myeloma. ClinicalTrials.gov ; https://clinicaltrials.gov/study/NCT05163405?cond=NCT04904211&rank=1 (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT05340309	1	title	Trial to test feasibility of at-home immunotherapy administration	"""Trial to test feasibility of at-home immunotherapy administration""[Title]"	.	.	0	0	no	no	.	title_search_no_match	.	Byrne, J, Nieva, J. Trial to test feasibility of at-home immunotherapy administration. https://www.healio.com/news/hematology-oncology/20240513/trial-to-test-f... (accessed 4 November 2024). Subcutaneous atezolizumab for the treatment of non-small cell lung cancer. https://clinicaltrials.gov/study/NCT05340309 (accessed 4 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT05340309	2	nct_id	NCT05340309	NCT05340309	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Byrne, J, Nieva, J. Trial to test feasibility of at-home immunotherapy administration. https://www.healio.com/news/hematology-oncology/20240513/trial-to-test-f... (accessed 4 November 2024). Subcutaneous atezolizumab for the treatment of non-small cell lung cancer. https://clinicaltrials.gov/study/NCT05340309 (accessed 4 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NCT06265285	1	nct_id	NCT06265285	NCT06265285	.	.	0	0	no	no	.	no_pubmed_queryable_identifier	.	Comparison of in-home versus in-clinic administration of subcutaneous nivolumab through cancer CARE (connected access and remote expertise) beyond walls (CCBW) program. Clinicaltrials.gov ; https://clinicaltrials.gov/study/NCT06265285 (accessed 12 November 2024).
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	NICE clinical guideline 2021	1	explicit_pmid	33497155	33497155	33497155	.	1	0	yes	no	direct_pubmed_link	.	.	COVID-19 rapid guideline: delivery of systemic anticancer treatments. National Institute for Health and Care Excellence (NICE) Guideline 2021; https://www.nice.org.uk/guidance/ng161 (accessed 12 November 2024). - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Nørskov 2022	1	explicit_pmid	34839055	34839055	34839055	.	1	0	yes	no	direct_pubmed_link	.	.	Nørskov KH, Fridthjof K, Kampmann P, Dünweber A, Andersen CL, Renaberg T, et al. A national Danish proof of concept on feasibility and safety of home -based intensive chemotherapy in patients with acute myeloid leukemia. Leukemia Research 2022;112:106756. doi: 10.1016/j.leukres.2021.106756. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Pace 2009	1	explicit_pmid	19267739	19267739	19267739	.	1	0	yes	no	direct_pubmed_link	.	.	Pace E, Dennison S, Morris J, Barton A, Pritchard C, Rule SA. Chemotherapy in the community: what do patients want? European Journal of Cancer Care 2009;18(2):209-15. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Shaker 2020	1	explicit_pmid	32417446	32417446	32417446	PMC7224677	1	1	yes	yes	direct_pubmed_link	.	.	Shaker MS, Mosnaim G, Oppenheimer J, Stukus D, Abrams EM, Greenhawt M. Health and economic outcomes of home maintenance allergen immunotherapy in select patients with high health literacy during the COVID-19 pandemic: a cost-effectiveness analysis during exceptional times. Journal of Allergy and Clinical Immunology. In Practice 2020;8(7):2310-21.E4. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Sirilerttrakul 2021	1	explicit_pmid	34382364	34382364	34382364	PMC8510724	1	1	yes	yes	direct_pubmed_link	.	.	Sirilerttrakul S, Wannakansophon N, Utthiya P, Ckumdee S, Tangteerakoon P, Chansriwong P. Evaluation of adverse events and health-related quality of life in patients with colorectal cancer receiving ambulatory home-based chemotherapy in Thailand. Nursing Open 2021;8(6):3036-44. - PMC - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Smith 2004	1	explicit_pmid	15126959	15126959	15126959	.	1	0	yes	no	direct_pubmed_link	.	.	Smith A, Soutar R, Schey S, Andrews CD, Baister ER, Bilbrough C, et al. Home care versus hospital care in patients with multiple myeloma treated with pamidronate. International Journal of Palliative Nursing 2004;10(3):144-9. - PubMed
after_pilot	Cochrane_reviews/after_pilot/CD014861_home_iv_cancer_therapy.pdf	CD014861_home_iv_cancer_therapy	Sohi 2021	1	explicit_pmid	33687618	33687618	33687618	.	1	0	yes	no	direct_pubmed_link	.	.	Sohi GK, Levy J, Delibasic V, Davis LE, Mahar AL, Amirazodi E, et al. The cost of chemotherapy administration: a systematic review and meta-analysis. European Journal of Health Economics: HEPAC : Health Economics in Prevention and Care 2021;22(4):605-20. - PubMed
